-0.5 0.5 0 0.571 2.855
-0.499 0.5 0 0.571 2.855
-0.498 0.5 0 0.571 2.855
-0.497 0.5 0 0.571 2.855
-0.496 0.5 0 0.571 2.855
-0.495 0.5 0 0.571 2.855
-0.494 0.5 0 0.571 2.855
-0.493 0.5 0 0.571 2.855
-0.492 0.5 0 0.571 2.855
-0.491 0.5 0 0.571 2.855
-0.49 0.5 0 0.571 2.855
-0.489 0.5 0 0.571 2.855
-0.488 0.5 0 0.571 2.855
-0.487 0.5 0 0.571 2.855
-0.486 0.5 0 0.571 2.855
-0.485 0.5 0 0.571 2.855
-0.484 0.5 0 0.571 2.855
-0.483 0.5 0 0.571 2.855
-0.482 0.5 0 0.571 2.855
-0.481 0.5 0 0.571 2.855
-0.48 0.5 0 0.571 2.855
-0.479 0.5 0 0.571 2.855
-0.478 0.5 0 0.571 2.855
-0.477 0.5 0 0.571 2.855
-0.476 0.5 0 0.571 2.855
-0.475 0.5 0 0.571 2.855
-0.474 0.5 0 0.571 2.855
-0.473 0.5 0 0.571 2.855
-0.472 0.5 0 0.571 2.855
-0.471 0.5 0 0.571 2.855
-0.47 0.5 0 0.571 2.855
-0.469 0.5 0 0.571 2.855
-0.468 0.5 0 0.571 2.855
-0.467 0.5 0 0.571 2.855
-0.466 0.5 0 0.571 2.855
-0.465 0.5 0 0.571 2.855
-0.464 0.5 0 0.571 2.855
-0.463 0.5 0 0.571 2.855
-0.462 0.5 0 0.571 2.855
-0.461 0.5 0 0.571 2.855
-0.46 0.5 0 0.571 2.855
-0.459 0.5 0 0.571 2.855
-0.458 0.5 0 0.571 2.855
-0.457 0.5 0 0.571 2.855
-0.456 0.5 0 0.571 2.855
-0.455 0.5 0 0.571 2.855
-0.454 0.5 0 0.571 2.855
-0.453 0.5 0 0.571 2.855
-0.452 0.5 0 0.571 2.855
-0.451 0.5 0 0.571 2.855
-0.45 0.5 0 0.571 2.855
-0.449 0.5 0 0.571 2.855
-0.448 0.5 0 0.571 2.855
-0.447 0.5 0 0.571 2.855
-0.446 0.5 0 0.571 2.855
-0.445 0.5 0 0.571 2.855
-0.444 0.5 0 0.571 2.855
-0.443 0.5 0 0.571 2.855
-0.442 0.5 0 0.571 2.855
-0.441 0.5 0 0.571 2.855
-0.44 0.5 0 0.571 2.855
-0.439 0.5 0 0.571 2.855
-0.438 0.5 0 0.571 2.855
-0.437 0.5 0 0.571 2.855
-0.436 0.5 0 0.571 2.855
-0.435 0.5 0 0.571 2.855
-0.434 0.5 0 0.571 2.855
-0.433 0.5 0 0.571 2.855
-0.432 0.5 0 0.571 2.855
-0.431 0.5 0 0.571 2.855
-0.43 0.5 0 0.571 2.855
-0.429 0.5 0 0.571 2.855
-0.428 0.5 0 0.571 2.855
-0.427 0.5 0 0.571 2.855
-0.426 0.5 0 0.571 2.855
-0.425 0.5 0 0.571 2.855
-0.424 0.5 0 0.571 2.855
-0.423 0.5 0 0.571 2.855
-0.422 0.5 0 0.571 2.855
-0.421 0.5 0 0.571 2.855
-0.42 0.5 0 0.571 2.855
-0.419 0.5 0 0.571 2.855
-0.418 0.5 0 0.571 2.855
-0.417 0.5 0 0.571 2.855
-0.416 0.5 0 0.571 2.855
-0.415 0.5 0 0.571 2.855
-0.414 0.5 0 0.571 2.855
-0.413 0.5 0 0.571 2.855
-0.412 0.5 0 0.571 2.855
-0.411 0.5 0 0.571 2.855
-0.41 0.5 0 0.571 2.855
-0.409 0.5 0 0.571 2.855
-0.408 0.5 0 0.571 2.855
-0.407 0.5 0 0.571 2.855
-0.406 0.5 0 0.571 2.855
-0.405 0.5 0 0.571 2.855
-0.404 0.5 0 0.571 2.855
-0.403 0.5 0 0.571 2.855
-0.402 0.5 -6.66134e-18 0.571 2.855
-0.401 0.5 -7.54952e-17 0.571 2.855
-0.4 0.5 5.39568e-16 0.571 2.855
-0.399 0.5 1.38778e-15 0.571 2.855
-0.398 0.5 -6.37046e-15 0.571 2.855
-0.397 0.5 -2.52998e-14 0.571 2.855
-0.396 0.5 -2.81553e-15 0.571 2.855
-0.395 0.5 1.44964e-13 0.571 2.855
-0.394 0.5 2.01037e-13 0.571 2.855
-0.393 0.5 -6.50346e-13 0.571 2.855
-0.392 0.5 -2.14137e-12 0.571 2.855
-0.391 0.5 1.20625e-12 0.571 2.855
-0.39 0.5 1.50451e-11 0.571 2.855
-0.389 0.5 1.2556e-11 0.571 2.855
-0.388 0.5 -7.76298e-11 0.571 2.855
-0.387 0.5 -1.82711e-10 0.571 2.855
-0.386 0.5 2.42668e-10 0.571 2.855
-0.385 0.5 1.4715e-09 0.571 2.855
-0.384 0.5 4.46368e-10 0.571 2.855
-0.383 0.5 -8.63771e-09 0.571 2.855
-0.382 0.5 -1.43593e-08 0.571 2.855
-0.381 0.5 3.51199e-08 0.571 2.855
-0.38 0.5 1.38007e-07 0.571 2.855
-0.379 0.5 -4.73278e-08 0.571 2.855
-0.378 0.500001 -1.81436e-06 0.571001 2.855
-0.377 0.500007 -1.88802e-05 0.571012 2.85502
-0.376 0.500077 -0.000193759 0.571123 2.85518
-0.375 0.500785 -0.00198748 0.572257 2.8568
-0.374 0.507896 -0.0202027 0.583847 2.87385
-0.373 0.575822 -0.203356 0.709718 3.08132
-0.372 0.885555 -0.890982 1.40131 3.95602
-0.371 1.14269 -1.31474 2.04397 4.47183
-0.37 1.24925 -1.45896 2.32157 4.64594
-0.369 1.28622 -1.50635 2.41897 4.7017
-0.368 1.2984 -1.52169 2.45117 4.71959
-0.367 1.30235 -1.52662 2.46161 4.72534
-0.366 1.30362 -1.52821 2.46498 4.72719
-0.365 1.30403 -1.52872 2.46606 4.72778
-0.364 1.30416 -1.52889 2.46641 4.72797
-0.363 1.3042 -1.52894 2.46652 4.72803
-0.362 1.30422 -1.52896 2.46656 4.72805
-0.361 1.30422 -1.52896 2.46657 4.72806
-0.36 1.30422 -1.52897 2.46657 4.72806
-0.359 1.30422 -1.52897 2.46658 4.72806
-0.358 1.30422 -1.52897 2.46658 4.72806
-0.357 1.30422 -1.52897 2.46658 4.72806
-0.356 1.30422 -1.52897 2.46658 4.72806
-0.355 1.30422 -1.52897 2.46658 4.72806
-0.354 1.30422 -1.52897 2.46658 4.72806
-0.353 1.30422 -1.52897 2.46658 4.72806
-0.352 1.30422 -1.52897 2.46658 4.72806
-0.351 1.30422 -1.52897 2.46658 4.72806
-0.35 1.30422 -1.52897 2.46658 4.72806
-0.349 1.30422 -1.52897 2.46658 4.72806
-0.348 1.30422 -1.52897 2.46658 4.72806
-0.347 1.30422 -1.52897 2.46658 4.72806
-0.346 1.30422 -1.52897 2.46658 4.72806
-0.345 1.30422 -1.52897 2.46658 4.72806
-0.344 1.30422 -1.52897 2.46658 4.72806
-0.343 1.30422 -1.52897 2.46658 4.72806
-0.342 1.30422 -1.52897 2.46658 4.72806
-0.341 1.30422 -1.52897 2.46658 4.72806
-0.34 1.30422 -1.52897 2.46657 4.72806
-0.339 1.30422 -1.52897 2.46657 4.72806
-0.338 1.30422 -1.52897 2.46657 4.72806
-0.337 1.30422 -1.52897 2.46657 4.72806
-0.336 1.30422 -1.52897 2.46657 4.72806
-0.335 1.30422 -1.52897 2.46657 4.72806
-0.334 1.30422 -1.52897 2.46657 4.72806
-0.333 1.30422 -1.52897 2.46657 4.72806
-0.332 1.30422 -1.52897 2.46657 4.72806
-0.331 1.30422 -1.52897 2.46657 4.72806
-0.33 1.30422 -1.52897 2.46657 4.72806
-0.329 1.30422 -1.52897 2.46657 4.72806
-0.328 1.30422 -1.52897 2.46657 4.72806
-0.327 1.30422 -1.52897 2.46657 4.72806
-0.326 1.30422 -1.52897 2.46657 4.72806
-0.325 1.30422 -1.52897 2.46657 4.72806
-0.324 1.30422 -1.52897 2.46657 4.72806
-0.323 1.30422 -1.52897 2.46657 4.72806
-0.322 1.30422 -1.52897 2.46657 4.72806
-0.321 1.30422 -1.52897 2.46657 4.72806
-0.32 1.30422 -1.52897 2.46657 4.72806
-0.319 1.30422 -1.52897 2.46657 4.72806
-0.318 1.30422 -1.52897 2.46657 4.72806
-0.317 1.30422 -1.52897 2.46657 4.72806
-0.316 1.30422 -1.52897 2.46657 4.72806
-0.315 1.30422 -1.52897 2.46657 4.72806
-0.314 1.30422 -1.52897 2.46657 4.72806
-0.313 1.30422 -1.52897 2.46657 4.72806
-0.312 1.30422 -1.52897 2.46657 4.72806
-0.311 1.30422 -1.52897 2.46657 4.72806
-0.31 1.30422 -1.52897 2.46657 4.72806
-0.309 1.30422 -1.52896 2.46657 4.72806
-0.308 1.30422 -1.52896 2.46657 4.72806
-0.307 1.30422 -1.52896 2.46657 4.72806
-0.306 1.30422 -1.52896 2.46657 4.72806
-0.305 1.30422 -1.52896 2.46657 4.72806
-0.304 1.30422 -1.52896 2.46657 4.72806
-0.303 1.30422 -1.52896 2.46657 4.72806
-0.302 1.30422 -1.52896 2.46657 4.72806
-0.301 1.30422 -1.52896 2.46657 4.72807
-0.3 1.30422 -1.52896 2.46657 4.72807
-0.299 1.30422 -1.52896 2.46657 4.72807
-0.298 1.30422 -1.52896 2.46657 4.72807
-0.297 1.30422 -1.52896 2.46657 4.72807
-0.296 1.30422 -1.52896 2.46657 4.72807
-0.295 1.30422 -1.52896 2.46657 4.72807
-0.294 1.30422 -1.52896 2.46657 4.72807
-0.293 1.30422 -1.52896 2.46657 4.72807
-0.292 1.30422 -1.52896 2.46657 4.72807
-0.291 1.30422 -1.52896 2.46657 4.72807
-0.29 1.30422 -1.52896 2.46657 4.72807
-0.289 1.30422 -1.52896 2.46657 4.72807
-0.288 1.30422 -1.52896 2.46657 4.72807
-0.287 1.30422 -1.52896 2.46657 4.72807
-0.286 1.30422 -1.52896 2.46657 4.72807
-0.285 1.30422 -1.52896 2.46657 4.72807
-0.284 1.30422 -1.52896 2.46657 4.72807
-0.283 1.30422 -1.52896 2.46657 4.72807
-0.282 1.30422 -1.52896 2.46657 4.72807
-0.281 1.30422 -1.52896 2.46657 4.72807
-0.28 1.30422 -1.52896 2.46657 4.72807
-0.279 1.30422 -1.52896 2.46657 4.72807
-0.278 1.30422 -1.52896 2.46657 4.72807
-0.277 1.30422 -1.52896 2.46657 4.72807
-0.276 1.30422 -1.52896 2.46657 4.72807
-0.275 1.30422 -1.52896 2.46657 4.72807
-0.274 1.30422 -1.52896 2.46657 4.72807
-0.273 1.30422 -1.52896 2.46657 4.72808
-0.272 1.30421 -1.52896 2.46657 4.72808
-0.271 1.30421 -1.52896 2.46657 4.72808
-0.27 1.30421 -1.52896 2.46657 4.72809
-0.269 1.30421 -1.52896 2.46657 4.72809
-0.268 1.30421 -1.52896 2.46657 4.72809
-0.267 1.30421 -1.52896 2.46657 4.72808
-0.266 1.30421 -1.52896 2.46657 4.72808
-0.265 1.30421 -1.52896 2.46657 4.72808
-0.264 1.30421 -1.52896 2.46657 4.72808
-0.263 1.30421 -1.52896 2.46657 4.72808
-0.262 1.30421 -1.52896 2.46657 4.72808
-0.261 1.30421 -1.52896 2.46657 4.72809
-0.26 1.30421 -1.52896 2.46657 4.7281
-0.259 1.3042 -1.52896 2.46657 4.72812
-0.258 1.30419 -1.52896 2.46657 4.72815
-0.257 1.30419 -1.52896 2.46657 4.72818
-0.256 1.30418 -1.52896 2.46657 4.7282
-0.255 1.30418 -1.52896 2.46657 4.72821
-0.254 1.30418 -1.52896 2.46657 4.72821
-0.253 1.30418 -1.52896 2.46657 4.72822
-0.252 1.30418 -1.52896 2.46657 4.72822
-0.251 1.30418 -1.52896 2.46657 4.72821
-0.25 1.30419 -1.52896 2.46657 4.72818
-0.249 1.30419 -1.52896 2.46657 4.72815
-0.248 1.3042 -1.52896 2.46657 4.72813
-0.247 1.3042 -1.52896 2.46657 4.72812
-0.246 1.3042 -1.52896 2.46657 4.72812
-0.245 1.3042 -1.52896 2.46657 4.72812
-0.244 1.3042 -1.52896 2.46657 4.72812
-0.243 1.30419 -1.52896 2.46657 4.72816
-0.242 1.30416 -1.52896 2.46657 4.72826
-0.241 1.30409 -1.52896 2.46657 4.72855
-0.24 1.30388 -1.52896 2.46657 4.72928
-0.239 1.30338 -1.52896 2.46657 4.73112
-0.238 1.30214 -1.52896 2.46657 4.7356
-0.237 1.29918 -1.52896 2.46657 4.7464
-0.236 1.29212 -1.52896 2.46657 4.77234
-0.235 1.27537 -1.52896 2.46657 4.835
-0.234 1.23577 -1.52896 2.46657 4.98996
-0.233 1.15298 -1.52896 2.46657 5.34826
-0.232 1.04005 -1.52896 2.46657 5.929
-0.231 0.928121 -1.52896 2.46657 6.644
-0.23 0.826693 -1.52896 2.46657 7.45915
-0.229 0.737427 -1.52896 2.46657 8.36209
-0.228 0.660506 -1.52896 2.46657 9.33592
-0.227 0.59546 -1.52896 2.46657 10.3557
-0.226 0.541399 -1.52896 2.46657 11.3898
-0.225 0.497187 -1.52896 2.46657 12.4026
-0.224 0.461569 -1.52896 2.46657 13.3597
-0.223 0.433283 -1.52896 2.46657 14.2319
-0.222 0.411119 -1.52896 2.46657 14.9991
-0.221 0.393977 -1.52896 2.46657 15.6518
-0.22 0.380881 -1.52896 2.46657 16.1899
-0.219 0.370994 -1.52896 2.46657 16.6214
-0.218 0.363616 -1.52896 2.46657 16.9586
-0.217 0.358171 -1.52897 2.46657 17.2165
-0.216 0.354195 -1.52897 2.46657 17.4097
-0.215 0.351323 -1.52897 2.46657 17.552
-0.214 0.349269 -1.52896 2.46657 17.6552
-0.213 0.347815 -1.52896 2.46657 17.729
-0.212 0.346796 -1.52896 2.46657 17.7811
-0.211 0.346089 -1.52896 2.46657 17.8175
-0.21 0.345603 -1.52896 2.46657 17.8425
-0.209 0.345272 -1.52896 2.46657 17.8596
-0.208 0.345049 -1.52896 2.46657 17.8711
-0.207 0.344901 -1.52896 2.46657 17.8789
-0.206 0.344802 -1.52896 2.46657 17.8839
-0.205 0.344738 -1.52896 2.46657 17.8873
-0.204 0.344697 -1.52896 2.46657 17.8894
-0.203 0.344671 -1.52896 2.46657 17.8908
-0.202 0.344654 -1.52896 2.46657 17.8916
-0.201 0.344644 -1.52897 2.46657 17.8922
-0.2 0.344638 -1.52897 2.46657 17.8925
-0.199 0.344635 -1.52897 2.46657 17.8927
-0.198 0.344633 -1.52896 2.46657 17.8928
-0.197 0.344632 -1.52896 2.46657 17.8928
-0.196 0.344632 -1.52896 2.46657 17.8928
